13,-0.29
13,-0.19
13,-0.16
13,-0.18
13,-0.23
6,-0.3
13,-0.24
6,-0.3
13,-0.24
6,-0.18
6,-0.22
6,-0.19
13,-0.25
13,-0.22
13,-0.19
13,-0.18
13,-0.24
13,-0.29
13,-0.25
13,-0.27
13,-0.22
13,-0.16
6,-0.21
13,-0.19
13,-0.27
13,-0.21
13,-0.18
13,-0.18
13,-0.23
6,-0.3
13,-0.26
6,-0.3
13,-0.21
13,-0.17
6,-0.21
6,-0.19
4,-0.27
4,-0.28
13,-0.26
13,-0.25
13,-0.3
13,-0.31
13,-0.28
13,-0.29
13,-0.23
13,-0.23
6,-0.27
6,-0.25
13,-0.24
13,-0.21
13,-0.2
13,-0.19
13,-0.25
13,-0.29
13,-0.27
13,-0.26
13,-0.18
13,-0.17
6,-0.21
13,-0.19
6,-0.26
6,-0.21
13,-0.18
13,-0.2
13,-0.23
6,-0.29
13,-0.29
6,-0.28
13,-0.19
6,-0.19
6,-0.22
6,-0.19
0,0.26
0,0.51
12,0.28
2,-0.06
12,0.09
0,0.32
0,0.32
0,0.28
0,0.39
2,0.06
2,-0.11
6,-0.32
3,-0.39
3,-0.42
3,-0.43
3,-0.42
3,-0.41
3,-0.37
3,-0.34
3,-0.39
3,-0.32
3,-0.36
3,-0.4
3,-0.4
4,-0.32
4,-0.34
4,-0.35
4,-0.34
4,-0.36
4,-0.32
11,-0.26
4,-0.28
4,-0.23
4,-0.29
4,-0.33
4,-0.32
4,-0.34
4,-0.35
4,-0.35
4,-0.34
4,-0.38
4,-0.37
4,-0.3
4,-0.31
4,-0.24
4,-0.32
4,-0.35
4,-0.33
13,-0.25
13,-0.23
13,-0.22
13,-0.22
13,-0.29
13,-0.29
13,-0.26
13,-0.24
13,-0.16
13,-0.22
6,-0.24
6,-0.21
13,-0.24
13,-0.18
13,-0.18
13,-0.19
13,-0.25
6,-0.27
13,-0.26
13,-0.24
13,-0.14
6,-0.2
6,-0.21
6,-0.17
6,-0.25
6,-0.17
6,-0.17
13,-0.19
6,-0.28
6,-0.28
6,-0.28
6,-0.26
6,-0.16
6,-0.23
6,-0.21
6,-0.17
2,-0.09
2,0.07
2,0.01
2,-0.09
6,-0.25
6,-0.2
6,-0.2
2,-0.1
2,0.02
6,-0.33
6,-0.17
2,-0.03
2,0.06
0,0.29
12,0.15
2,-0.03
2,-0.11
2,0.01
2,0.01
12,0.1
0,0.24
6,-0.18
6,-0.27
2,-0.02
12,0.2
0,0.44
12,0.27
2,0.02
2,0.03
0,0.23
12,0.23
12,0.24
0,0.36
2,-0.02
6,-0.25
2,-0.11
12,0.27
0,0.51
12,0.32
8,0.02
